date,user_id,session_id,page,source,device,country,duration,visits,timestamp
2025-01-02,185,sess_583,contact,facebook,mobile,Other,54.1,11,2025-01-02 20:31:00
2025-01-02,128,sess_434,product,google,desktop,France,273.0,8,2025-01-02 20:55:00
2025-01-02,74,sess_992,blog,direct,desktop,Germany,196.0,7,2025-01-02 22:05:00
2025-01-02,86,sess_12,checkout,email,tablet,China,140.3,6,2025-01-02 22:44:00
2025-01-02,16,sess_535,home,direct,desktop,UK,258.7,5,2025-01-02 23:31:00
2025-01-03,304,sess_387,product,google,desktop,China,23.3,4,2025-01-03 00:58:00
2025-01-03,2,sess_310,product,google,desktop,France,73.5,2,2025-01-03 02:42:00
2025-01-03,190,sess_942,product,facebook,desktop,Other,37.1,6,2025-01-03 03:51:00
2025-01-03,334,sess_718,checkout,direct,mobile,China,79.6,6,2025-01-03 03:54:00
2025-01-03,267,sess_712,about,facebook,mobile,USA,22.9,7,2025-01-03 05:20:00
2025-01-03,399,sess_146,blog,facebook,mobile,USA,27.0,5,2025-01-03 05:20:00
2025-01-03,310,sess_524,home,email,mobile,USA,132.2,7,2025-01-03 06:39:00
2025-01-03,3,sess_226,home,facebook,desktop,China,87.8,4,2025-01-03 06:43:00
2025-01-03,369,sess_173,contact,google,mobile,UK,485.1,4,2025-01-03 07:32:00
2025-01-03,93,sess_422,home,direct,desktop,USA,80.5,5,2025-01-03 08:06:00
2025-01-03,281,sess_991,home,google,mobile,Germany,24.2,9,2025-01-03 10:09:00
2025-01-03,82,sess_1097,checkout,facebook,mobile,China,43.3,4,2025-01-03 10:28:00
2025-01-03,8,sess_364,checkout,email,mobile,China,145.1,5,2025-01-03 12:18:00
2025-01-03,175,sess_183,home,facebook,mobile,China,184.8,5,2025-01-03 13:10:00
2025-01-03,188,sess_427,checkout,facebook,desktop,China,59.6,6,2025-01-03 13:58:00
2025-01-03,52,sess_618,cart,facebook,desktop,Germany,71.1,2,2025-01-03 14:02:00
2025-01-03,361,sess_1016,about,google,mobile,Germany,28.4,6,2025-01-03 14:29:00
2025-01-03,288,sess_1152,about,email,tablet,China,91.5,7,2025-01-03 14:37:00
2025-01-03,120,sess_163,product,email,mobile,China,41.5,8,2025-01-03 15:00:00
2025-01-03,303,sess_188,checkout,google,mobile,USA,254.7,3,2025-01-03 15:12:00
2025-01-03,295,sess_316,cart,facebook,desktop,China,35.3,3,2025-01-03 15:33:00
2025-01-03,25,sess_1042,product,twitter,desktop,China,175.9,4,2025-01-03 17:06:00
2025-01-03,106,sess_82,checkout,facebook,tablet,Germany,24.7,5,2025-01-03 17:18:00
2025-01-03,74,sess_52,product,google,mobile,Other,47.1,8,2025-01-03 17:45:00
2025-01-03,209,sess_12,home,email,desktop,Germany,396.3,7,2025-01-03 17:49:00
2025-01-03,118,sess_187,contact,direct,mobile,China,109.0,10,2025-01-03 19:48:00
2025-01-03,138,sess_388,product,email,mobile,France,48.2,6,2025-01-03 21:23:00
2025-01-03,126,sess_703,about,google,desktop,China,45.0,3,2025-01-03 23:46:00
2025-01-03,304,sess_1186,checkout,google,mobile,Japan,312.8,7,2025-01-03 23:47:00
2025-01-04,267,sess_501,product,direct,desktop,Japan,12.5,5,2025-01-04 01:09:00
2025-01-04,16,sess_148,product,facebook,mobile,Germany,61.7,5,2025-01-04 03:22:00
2025-01-04,165,sess_314,contact,twitter,tablet,Japan,191.1,4,2025-01-04 05:01:00
2025-01-04,379,sess_621,product,facebook,tablet,Germany,426.1,6,2025-01-04 07:18:00
2025-01-04,68,sess_419,product,facebook,desktop,Japan,47.8,7,2025-01-04 07:43:00
2025-01-04,75,sess_1084,home,facebook,mobile,USA,152.4,9,2025-01-04 08:16:00
2025-01-04,336,sess_597,product,google,desktop,USA,28.2,6,2025-01-04 08:19:00
2025-01-04,241,sess_175,cart,email,mobile,China,252.4,7,2025-01-04 08:49:00
2025-01-04,237,sess_940,about,email,desktop,Germany,63.1,7,2025-01-04 09:17:00
2025-01-04,374,sess_778,home,linkedin,desktop,Japan,232.2,9,2025-01-04 09:19:00
2025-01-04,39,sess_1117,contact,email,mobile,China,216.5,4,2025-01-04 09:36:00
2025-01-04,9,sess_521,cart,facebook,mobile,China,10.9,6,2025-01-04 09:51:00
2025-01-04,207,sess_39,contact,direct,desktop,Japan,322.4,11,2025-01-04 12:03:00
2025-01-04,322,sess_1106,home,google,mobile,USA,125.5,6,2025-01-04 12:54:00
2025-01-04,149,sess_852,about,email,mobile,Germany,290.7,3,2025-01-04 14:33:00
2025-01-04,311,sess_1136,home,google,desktop,China,182.1,6,2025-01-04 14:46:00
2025-01-04,10,sess_323,product,google,tablet,USA,18.9,7,2025-01-04 14:48:00
2025-01-04,192,sess_838,checkout,direct,tablet,Japan,382.7,9,2025-01-04 16:52:00
2025-01-04,235,sess_164,product,google,desktop,Other,25.2,5,2025-01-04 18:21:00
2025-01-04,321,sess_1055,home,direct,desktop,UK,105.9,8,2025-01-04 19:34:00
2025-01-04,210,sess_1073,contact,google,desktop,China,86.3,7,2025-01-04 19:37:00
2025-01-04,162,sess_588,home,google,mobile,China,285.4,4,2025-01-04 20:10:00
2025-01-04,163,sess_903,cart,email,mobile,Japan,52.6,5,2025-01-04 20:46:00
2025-01-04,188,sess_1150,blog,facebook,desktop,Other,362.1,9,2025-01-04 21:17:00
2025-01-05,109,sess_663,home,direct,desktop,USA,176.2,6,2025-01-05 00:10:00
2025-01-05,127,sess_96,product,google,mobile,USA,98.7,5,2025-01-05 02:21:00
2025-01-05,166,sess_326,product,direct,tablet,USA,202.4,6,2025-01-05 02:42:00
2025-01-05,303,sess_284,contact,google,desktop,USA,192.0,8,2025-01-05 02:59:00
2025-01-05,398,sess_845,product,facebook,desktop,UK,124.0,9,2025-01-05 04:54:00
2025-01-05,179,sess_21,checkout,linkedin,tablet,China,302.2,3,2025-01-05 05:41:00
2025-01-05,275,sess_1106,home,facebook,mobile,China,242.8,5,2025-01-05 07:55:00
2025-01-05,258,sess_1121,home,google,mobile,UK,62.6,9,2025-01-05 09:10:00
2025-01-05,2,sess_387,cart,twitter,mobile,Japan,504.2,7,2025-01-05 11:16:00
2025-01-05,109,sess_695,contact,email,mobile,China,65.3,5,2025-01-05 12:11:00
2025-01-05,307,sess_917,blog,google,desktop,Germany,26.1,6,2025-01-05 12:21:00
2025-01-05,196,sess_278,home,direct,tablet,China,66.3,9,2025-01-05 12:28:00
2025-01-05,117,sess_490,cart,facebook,mobile,USA,203.8,9,2025-01-05 12:57:00
2025-01-05,378,sess_610,product,email,desktop,China,376.5,3,2025-01-05 13:13:00
2025-01-05,277,sess_104,home,google,mobile,France,232.6,3,2025-01-05 13:27:00
2025-01-05,203,sess_224,blog,facebook,mobile,Japan,116.5,7,2025-01-05 14:49:00
2025-01-05,45,sess_1129,product,facebook,desktop,USA,15.5,6,2025-01-05 15:13:00
2025-01-05,305,sess_702,product,twitter,desktop,USA,268.0,5,2025-01-05 16:42:00
2025-01-05,202,sess_1141,product,google,desktop,Other,38.9,7,2025-01-05 16:48:00
2025-01-05,216,sess_658,product,direct,desktop,USA,5.0,11,2025-01-05 17:50:00
2025-01-05,354,sess_579,home,email,desktop,China,83.5,5,2025-01-05 18:22:00
2025-01-05,169,sess_1002,home,google,mobile,Germany,46.7,8,2025-01-05 19:48:00
2025-01-05,127,sess_1002,cart,google,desktop,France,60.0,9,2025-01-05 22:26:00
2025-01-05,259,sess_211,cart,facebook,mobile,China,32.2,11,2025-01-05 23:49:00
2025-01-06,25,sess_1148,contact,direct,mobile,UK,395.5,6,2025-01-06 05:24:00
2025-01-06,394,sess_116,contact,direct,mobile,USA,95.5,7,2025-01-06 06:49:00
2025-01-06,24,sess_195,cart,google,mobile,China,66.3,9,2025-01-06 07:00:00
2025-01-06,117,sess_495,cart,google,mobile,USA,19.3,5,2025-01-06 07:50:00
2025-01-06,244,sess_367,home,google,desktop,Japan,511.9,3,2025-01-06 09:15:00
2025-01-06,136,sess_1173,home,google,mobile,Germany,86.0,4,2025-01-06 09:37:00
2025-01-06,102,sess_308,home,twitter,desktop,China,63.7,4,2025-01-06 11:36:00
2025-01-06,105,sess_434,home,direct,desktop,USA,104.8,9,2025-01-06 13:26:00
2025-01-06,212,sess_872,contact,facebook,desktop,China,273.1,3,2025-01-06 18:03:00
2025-01-06,192,sess_342,product,direct,tablet,UK,11.6,4,2025-01-06 18:55:00
2025-01-06,348,sess_402,home,facebook,desktop,China,93.6,3,2025-01-06 19:09:00
2025-01-06,46,sess_31,home,facebook,mobile,USA,262.3,10,2025-01-06 20:01:00
2025-01-06,8,sess_166,home,email,mobile,China,60.4,6,2025-01-06 20:26:00
2025-01-06,153,sess_936,home,google,desktop,China,292.9,5,2025-01-06 20:53:00
2025-01-06,73,sess_1182,contact,google,mobile,UK,21.0,5,2025-01-06 21:52:00
2025-01-06,128,sess_459,checkout,direct,mobile,USA,112.5,12,2025-01-06 23:28:00
2025-01-06,249,sess_453,home,linkedin,mobile,USA,10.6,1,2025-01-06 23:37:00
2025-01-07,290,sess_841,about,facebook,tablet,UK,115.5,4,2025-01-07 00:42:00
2025-01-07,132,sess_425,about,google,mobile,USA,323.3,6,2025-01-07 01:04:00
2025-01-07,280,sess_310,product,facebook,mobile,France,55.3,5,2025-01-07 01:41:00
2025-01-07,375,sess_1074,cart,facebook,desktop,USA,51.0,7,2025-01-07 01:41:00
2025-01-07,22,sess_62,cart,google,mobile,Germany,43.0,6,2025-01-07 02:28:00
2025-01-07,268,sess_1021,blog,linkedin,desktop,Germany,24.6,8,2025-01-07 03:59:00
2025-01-07,169,sess_503,product,direct,desktop,Japan,122.2,6,2025-01-07 05:13:00
2025-01-07,47,sess_849,contact,direct,desktop,USA,38.1,6,2025-01-07 05:38:00
2025-01-07,319,sess_974,about,google,tablet,USA,74.9,8,2025-01-07 06:27:00
2025-01-07,224,sess_840,about,google,tablet,UK,226.7,5,2025-01-07 06:54:00
2025-01-07,248,sess_561,home,email,mobile,China,315.1,7,2025-01-07 08:08:00
2025-01-07,270,sess_914,product,facebook,mobile,China,242.5,4,2025-01-07 08:09:00
2025-01-07,324,sess_726,home,facebook,desktop,USA,526.8,8,2025-01-07 08:50:00
2025-01-07,227,sess_212,product,google,desktop,Germany,81.3,5,2025-01-07 08:54:00
2025-01-07,62,sess_405,product,google,desktop,USA,312.5,8,2025-01-07 10:23:00
2025-01-07,141,sess_811,home,twitter,tablet,China,69.8,5,2025-01-07 12:02:00
2025-01-07,369,sess_897,about,google,mobile,China,66.9,6,2025-01-07 12:40:00
2025-01-07,176,sess_496,home,direct,desktop,USA,130.0,6,2025-01-07 13:08:00
2025-01-07,252,sess_1154,checkout,facebook,desktop,China,41.1,2,2025-01-07 15:45:00
2025-01-07,275,sess_620,checkout,google,mobile,USA,30.1,4,2025-01-07 15:58:00
2025-01-07,106,sess_691,about,facebook,mobile,UK,44.1,7,2025-01-07 20:39:00
2025-01-07,46,sess_862,contact,google,desktop,China,123.5,7,2025-01-07 22:49:00
2025-01-07,187,sess_226,home,facebook,mobile,Japan,24.9,4,2025-01-07 23:30:00
2025-01-08,215,sess_1106,checkout,linkedin,mobile,UK,259.8,5,2025-01-08 00:49:00
2025-01-08,295,sess_68,cart,email,mobile,France,216.8,5,2025-01-08 01:08:00
2025-01-08,291,sess_1122,product,facebook,mobile,USA,14.3,6,2025-01-08 02:11:00
2025-01-08,369,sess_735,product,facebook,mobile,China,389.0,6,2025-01-08 02:15:00
2025-01-08,147,sess_1093,checkout,facebook,desktop,USA,10.4,6,2025-01-08 04:00:00
2025-01-08,90,sess_968,checkout,email,desktop,UK,95.7,11,2025-01-08 04:14:00
2025-01-08,340,sess_956,checkout,direct,mobile,Other,169.8,5,2025-01-08 05:11:00
2025-01-08,221,sess_540,product,google,mobile,Germany,490.8,6,2025-01-08 05:20:00
2025-01-08,68,sess_188,product,google,desktop,Japan,5.0,9,2025-01-08 05:40:00
2025-01-08,242,sess_670,product,direct,desktop,USA,199.5,5,2025-01-08 05:42:00
2025-01-08,41,sess_1030,product,email,mobile,USA,149.5,10,2025-01-08 05:49:00
2025-01-08,248,sess_919,cart,facebook,mobile,Japan,25.7,4,2025-01-08 06:39:00
2025-01-08,255,sess_185,about,email,desktop,UK,31.5,7,2025-01-08 06:53:00
2025-01-08,206,sess_750,product,email,desktop,France,42.3,6,2025-01-08 06:56:00
2025-01-08,64,sess_657,cart,direct,mobile,France,15.4,6,2025-01-08 08:17:00
2025-01-08,116,sess_1192,contact,facebook,desktop,Other,69.1,5,2025-01-08 10:27:00
2025-01-08,82,sess_887,home,twitter,desktop,China,103.7,10,2025-01-08 13:12:00
2025-01-08,23,sess_717,home,google,mobile,USA,5.0,6,2025-01-08 13:39:00
2025-01-08,186,sess_681,home,facebook,mobile,Japan,71.0,4,2025-01-08 13:54:00
2025-01-08,356,sess_947,product,linkedin,tablet,UK,134.0,6,2025-01-08 13:54:00
2025-01-08,201,sess_661,home,direct,desktop,China,11.2,7,2025-01-08 15:15:00
2025-01-08,98,sess_371,product,facebook,mobile,USA,600.0,3,2025-01-08 16:03:00
2025-01-08,241,sess_1025,checkout,email,mobile,Other,65.5,9,2025-01-08 16:37:00
2025-01-08,383,sess_893,home,google,mobile,USA,99.8,6,2025-01-08 16:48:00
2025-01-08,133,sess_742,home,twitter,desktop,UK,22.3,4,2025-01-08 17:58:00
2025-01-08,139,sess_169,home,direct,mobile,China,70.3,3,2025-01-08 18:09:00
2025-01-08,104,sess_650,cart,facebook,mobile,USA,122.4,10,2025-01-08 19:46:00
2025-01-08,228,sess_922,product,google,desktop,Other,24.6,4,2025-01-08 19:56:00
2025-01-08,354,sess_386,checkout,direct,desktop,France,50.4,6,2025-01-08 21:15:00
2025-01-08,44,sess_937,checkout,google,mobile,USA,132.2,10,2025-01-08 22:32:00
2025-01-08,379,sess_187,home,google,tablet,China,80.9,5,2025-01-08 23:46:00
2025-01-09,348,sess_1026,home,google,mobile,UK,178.7,7,2025-01-09 00:30:00
2025-01-09,63,sess_413,checkout,google,mobile,China,32.8,4,2025-01-09 01:04:00
2025-01-09,161,sess_858,blog,facebook,desktop,USA,360.8,2,2025-01-09 04:06:00
2025-01-09,195,sess_860,home,twitter,desktop,Japan,50.8,3,2025-01-09 04:27:00
2025-01-09,237,sess_140,blog,google,mobile,France,559.6,8,2025-01-09 04:49:00
2025-01-09,314,sess_282,cart,facebook,mobile,UK,63.6,6,2025-01-09 05:16:00
2025-01-09,93,sess_308,home,google,desktop,China,268.6,7,2025-01-09 06:14:00
2025-01-09,205,sess_422,checkout,linkedin,mobile,USA,85.9,6,2025-01-09 06:26:00
2025-01-09,175,sess_267,about,facebook,desktop,UK,270.5,6,2025-01-09 07:08:00
2025-01-09,102,sess_721,home,twitter,desktop,USA,53.6,7,2025-01-09 07:39:00
2025-01-09,10,sess_321,cart,google,desktop,Other,160.0,9,2025-01-09 09:33:00
2025-01-09,20,sess_895,product,google,mobile,UK,48.1,5,2025-01-09 09:43:00
2025-01-09,64,sess_247,home,direct,tablet,China,7.9,7,2025-01-09 11:11:00
2025-01-09,259,sess_221,checkout,google,mobile,Japan,154.4,6,2025-01-09 12:21:00
2025-01-09,217,sess_685,home,direct,desktop,China,146.4,3,2025-01-09 13:44:00
2025-01-09,263,sess_74,home,direct,desktop,Japan,14.2,6,2025-01-09 14:09:00
2025-01-09,272,sess_1109,product,google,mobile,USA,316.7,9,2025-01-09 14:42:00
2025-01-09,355,sess_109,product,google,desktop,Germany,177.7,8,2025-01-09 15:05:00
2025-01-09,22,sess_247,product,google,mobile,China,176.4,4,2025-01-09 16:27:00
2025-01-09,87,sess_751,home,email,mobile,UK,271.6,2,2025-01-09 16:28:00
2025-01-09,302,sess_192,home,facebook,desktop,China,28.8,7,2025-01-09 16:42:00
2025-01-09,190,sess_139,about,direct,tablet,UK,222.5,4,2025-01-09 16:46:00
2025-01-09,134,sess_106,home,facebook,desktop,UK,13.8,4,2025-01-09 16:57:00
2025-01-09,141,sess_814,product,google,desktop,France,77.5,5,2025-01-09 17:23:00
2025-01-09,60,sess_945,blog,email,desktop,China,32.1,6,2025-01-09 18:33:00
2025-01-09,376,sess_790,blog,direct,desktop,USA,78.4,4,2025-01-09 19:13:00
2025-01-09,177,sess_674,product,direct,tablet,USA,5.0,8,2025-01-09 19:24:00
2025-01-09,262,sess_661,product,direct,desktop,China,57.0,5,2025-01-09 19:38:00
2025-01-09,375,sess_857,about,facebook,mobile,China,19.3,4,2025-01-09 19:43:00
2025-01-09,14,sess_502,home,linkedin,tablet,China,34.8,8,2025-01-09 20:04:00
2025-01-09,47,sess_761,contact,facebook,desktop,China,42.5,7,2025-01-09 20:25:00
2025-01-10,283,sess_1136,product,email,mobile,USA,69.3,5,2025-01-10 00:28:00
2025-01-10,61,sess_1125,contact,twitter,desktop,China,174.7,6,2025-01-10 01:07:00
2025-01-10,266,sess_325,contact,facebook,mobile,China,255.7,8,2025-01-10 02:14:00
2025-01-10,153,sess_549,cart,google,desktop,Germany,10.1,5,2025-01-10 02:19:00
2025-01-10,178,sess_611,product,facebook,mobile,France,34.7,4,2025-01-10 04:29:00
2025-01-10,35,sess_422,cart,google,desktop,Other,118.3,7,2025-01-10 05:10:00
2025-01-10,53,sess_1131,product,google,mobile,Japan,305.9,4,2025-01-10 06:18:00
2025-01-10,69,sess_1188,contact,direct,desktop,USA,222.7,6,2025-01-10 06:38:00
2025-01-10,232,sess_1082,product,google,mobile,Japan,253.4,9,2025-01-10 08:18:00
2025-01-10,94,sess_965,cart,direct,desktop,UK,9.1,6,2025-01-10 09:44:00
2025-01-10,362,sess_417,home,facebook,mobile,UK,108.8,6,2025-01-10 11:20:00
2025-01-10,324,sess_1127,home,google,tablet,China,141.5,6,2025-01-10 11:33:00
2025-01-10,247,sess_285,about,direct,mobile,USA,109.4,7,2025-01-10 11:41:00
2025-01-10,168,sess_569,home,facebook,mobile,UK,108.1,4,2025-01-10 15:28:00
2025-01-10,321,sess_144,product,google,desktop,Other,201.6,7,2025-01-10 16:20:00
2025-01-10,252,sess_179,product,google,mobile,USA,8.1,3,2025-01-10 17:02:00
2025-01-10,154,sess_317,cart,google,tablet,USA,106.0,8,2025-01-10 17:12:00
2025-01-10,134,sess_531,about,facebook,mobile,Japan,5.0,6,2025-01-10 17:20:00
2025-01-10,57,sess_1074,about,twitter,desktop,USA,97.4,6,2025-01-10 18:11:00
2025-01-10,53,sess_611,product,facebook,desktop,China,52.6,3,2025-01-10 18:45:00
2025-01-10,381,sess_945,product,google,mobile,UK,140.9,7,2025-01-10 20:31:00
2025-01-10,264,sess_1174,product,google,tablet,UK,271.4,7,2025-01-10 21:08:00
2025-01-10,286,sess_444,blog,twitter,desktop,France,600.0,2,2025-01-10 21:46:00
2025-01-10,84,sess_79,checkout,twitter,mobile,China,220.9,9,2025-01-10 22:11:00
2025-01-10,89,sess_850,contact,google,mobile,China,152.4,4,2025-01-10 23:36:00
2025-01-11,264,sess_804,home,google,mobile,France,9.2,7,2025-01-11 00:04:00
2025-01-11,121,sess_981,blog,google,desktop,China,36.3,5,2025-01-11 01:27:00
2025-01-11,139,sess_882,product,google,desktop,UK,184.6,7,2025-01-11 02:10:00
2025-01-11,90,sess_506,home,email,mobile,Other,34.6,3,2025-01-11 04:57:00
2025-01-11,85,sess_481,cart,google,mobile,UK,11.1,10,2025-01-11 04:58:00
2025-01-11,106,sess_614,checkout,email,desktop,USA,67.2,8,2025-01-11 05:16:00
2025-01-11,330,sess_791,home,google,desktop,Germany,6.7,7,2025-01-11 07:40:00
2025-01-11,337,sess_810,blog,google,mobile,USA,162.4,8,2025-01-11 09:06:00
2025-01-11,80,sess_1083,blog,email,tablet,UK,5.1,12,2025-01-11 10:23:00
2025-01-11,172,sess_827,product,direct,desktop,USA,5.6,4,2025-01-11 10:32:00
2025-01-11,361,sess_599,home,google,tablet,USA,8.7,5,2025-01-11 11:02:00
2025-01-11,354,sess_237,checkout,twitter,desktop,China,119.8,5,2025-01-11 11:31:00
2025-01-11,93,sess_878,contact,facebook,desktop,Germany,62.2,5,2025-01-11 12:35:00
2025-01-11,88,sess_588,product,direct,mobile,UK,10.0,8,2025-01-11 12:51:00
2025-01-11,99,sess_887,product,google,tablet,USA,93.8,5,2025-01-11 14:51:00
2025-01-11,381,sess_893,home,google,desktop,France,39.7,8,2025-01-11 15:11:00
2025-01-11,234,sess_1029,home,google,desktop,China,5.0,4,2025-01-11 16:06:00
2025-01-11,251,sess_596,checkout,direct,desktop,China,142.6,6,2025-01-11 16:46:00
2025-01-11,260,sess_914,home,twitter,mobile,France,24.7,3,2025-01-11 16:57:00
2025-01-11,372,sess_439,product,direct,mobile,China,72.8,4,2025-01-11 17:07:00
2025-01-11,218,sess_565,cart,google,mobile,USA,103.0,7,2025-01-11 17:36:00
2025-01-11,318,sess_946,cart,google,mobile,Japan,139.0,7,2025-01-11 18:15:00
2025-01-11,399,sess_368,home,google,tablet,China,170.6,7,2025-01-11 19:40:00
2025-01-11,154,sess_229,product,google,desktop,UK,50.9,6,2025-01-11 19:50:00
2025-01-11,321,sess_125,checkout,linkedin,desktop,China,37.0,6,2025-01-11 21:44:00
2025-01-11,8,sess_9,product,google,desktop,France,83.2,7,2025-01-11 23:02:00
2025-01-12,352,sess_334,contact,google,desktop,China,65.9,13,2025-01-12 00:06:00
2025-01-12,323,sess_550,contact,google,desktop,China,5.0,9,2025-01-12 00:25:00
2025-01-12,75,sess_960,about,google,mobile,USA,57.0,9,2025-01-12 01:06:00
2025-01-12,245,sess_175,about,email,mobile,Japan,157.0,3,2025-01-12 01:29:00
2025-01-12,1,sess_665,checkout,google,desktop,Germany,72.0,4,2025-01-12 02:12:00
2025-01-12,65,sess_1136,blog,google,desktop,USA,58.2,6,2025-01-12 02:19:00
2025-01-12,225,sess_54,home,facebook,desktop,Germany,34.7,7,2025-01-12 02:40:00
2025-01-12,221,sess_1159,home,email,mobile,USA,19.4,11,2025-01-12 03:05:00
2025-01-12,390,sess_688,home,facebook,mobile,UK,228.3,7,2025-01-12 03:15:00
2025-01-12,369,sess_432,product,facebook,desktop,France,40.5,6,2025-01-12 03:42:00
2025-01-12,170,sess_985,contact,facebook,desktop,Japan,53.0,10,2025-01-12 04:05:00
2025-01-12,141,sess_546,about,facebook,mobile,China,59.5,4,2025-01-12 04:13:00
2025-01-12,125,sess_903,about,direct,desktop,UK,112.7,4,2025-01-12 05:03:00
2025-01-12,39,sess_152,home,direct,desktop,USA,69.0,9,2025-01-12 05:23:00
2025-01-12,134,sess_36,contact,google,mobile,USA,24.8,7,2025-01-12 05:32:00
2025-01-12,360,sess_891,cart,direct,mobile,Japan,19.2,5,2025-01-12 08:07:00
2025-01-12,237,sess_429,product,google,desktop,USA,158.0,8,2025-01-12 08:34:00
2025-01-12,368,sess_990,checkout,email,desktop,China,418.9,3,2025-01-12 09:14:00
2025-01-12,354,sess_1130,cart,twitter,mobile,UK,288.3,6,2025-01-12 10:05:00
2025-01-12,234,sess_993,home,facebook,desktop,USA,75.8,8,2025-01-12 10:36:00
2025-01-12,327,sess_1199,blog,google,desktop,USA,61.0,7,2025-01-12 12:12:00
2025-01-12,299,sess_492,product,google,mobile,China,89.8,6,2025-01-12 13:14:00
2025-01-12,59,sess_947,contact,linkedin,mobile,UK,7.5,4,2025-01-12 13:37:00
2025-01-12,142,sess_1160,cart,email,desktop,China,206.3,5,2025-01-12 14:03:00
2025-01-12,3,sess_259,product,google,desktop,UK,20.4,7,2025-01-12 15:54:00
2025-01-12,342,sess_1094,cart,google,desktop,Other,52.4,7,2025-01-12 16:13:00
2025-01-12,148,sess_694,about,google,desktop,China,223.8,3,2025-01-12 17:43:00
2025-01-12,175,sess_421,product,google,mobile,China,35.8,8,2025-01-12 17:57:00
2025-01-12,202,sess_720,blog,google,desktop,China,49.6,6,2025-01-12 17:58:00
2025-01-12,39,sess_852,checkout,facebook,mobile,Germany,170.7,5,2025-01-12 19:15:00
2025-01-12,148,sess_513,contact,facebook,mobile,USA,17.7,2,2025-01-12 20:06:00
2025-01-12,387,sess_458,product,direct,mobile,China,36.6,5,2025-01-12 21:54:00
2025-01-13,338,sess_40,contact,direct,desktop,Japan,211.0,7,2025-01-13 00:26:00
2025-01-13,283,sess_471,product,direct,desktop,China,213.7,6,2025-01-13 01:28:00
2025-01-13,248,sess_606,about,facebook,desktop,Japan,32.7,3,2025-01-13 02:01:00
2025-01-13,246,sess_726,home,facebook,desktop,Germany,12.0,5,2025-01-13 02:17:00
2025-01-13,146,sess_855,checkout,direct,desktop,UK,28.1,7,2025-01-13 02:47:00
2025-01-13,250,sess_494,product,twitter,desktop,Germany,165.5,3,2025-01-13 03:09:00
2025-01-13,290,sess_1120,home,facebook,mobile,USA,173.0,2,2025-01-13 05:29:00
2025-01-13,382,sess_1192,product,direct,mobile,China,76.9,9,2025-01-13 06:56:00
2025-01-13,38,sess_452,home,google,desktop,France,479.1,6,2025-01-13 07:51:00
2025-01-13,349,sess_468,cart,twitter,mobile,USA,91.2,4,2025-01-13 09:06:00
2025-01-13,19,sess_559,about,google,tablet,USA,38.1,9,2025-01-13 09:22:00
2025-01-13,248,sess_925,blog,facebook,desktop,China,177.2,9,2025-01-13 10:31:00
2025-01-13,156,sess_321,product,facebook,desktop,USA,176.0,10,2025-01-13 12:03:00
2025-01-13,41,sess_471,home,google,desktop,France,243.8,4,2025-01-13 12:28:00
2025-01-13,61,sess_1064,home,direct,desktop,Japan,30.9,5,2025-01-13 13:10:00
2025-01-13,321,sess_875,cart,google,desktop,Japan,92.6,5,2025-01-13 13:26:00
2025-01-13,49,sess_739,home,direct,desktop,China,20.0,6,2025-01-13 13:55:00
